date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:54:25	22200/22200	---M--	200	added ('OK')	image/jpeg	etag:%224b41646bccec70103c316c7ebb919d7f5722872f%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i9290abadef07b617/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i9290abadef07b617/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:25	20422/20422	---M--	200	added ('OK')	image/jpeg	etag:%22317764b9c9a53bac5520c23da2a29b5b47d85c2a%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/if2d643b3865a1a93/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/if2d643b3865a1a93/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:25	20444/20444	---M--	200	added ('OK')	image/jpeg	etag:%22143b6f3f65933f2b2e2fc341061538f393df1b9b%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/id7e312f8f4de4068/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/id7e312f8f4de4068/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:26	20733/20733	---M--	200	added ('OK')	image/jpeg	etag:%2267dbb172c0273e83ea06a6a1686d17fc2695bd4c%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i63660e9328c17f89/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i63660e9328c17f89/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:26	20030/20030	---M--	200	added ('OK')	image/jpeg	etag:%22c971780464481f7b33030e4d736437ae6a1228c2%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i2a0414d94a823262/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i2a0414d94a823262/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:26	19688/19688	---M--	200	added ('OK')	image/jpeg	etag:%22384dc44d30e09b7dbb3d5f5a00af3e49b4740d15%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i9424c48006e16f20/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i9424c48006e16f20/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:27	20026/20026	---M--	200	added ('OK')	image/jpeg	etag:%22ea20689e2d41dd7ddc85be3069a4f5b735a231be%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i82f890f775e1f83f/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i82f890f775e1f83f/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:27	17902/17902	---M--	200	added ('OK')	image/jpeg	etag:%22fcac545da94a91ed4b5af1a6516fbf35af1995d3%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i1dbfd276634acd74/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i1dbfd276634acd74/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:28	20192/20192	---M--	200	added ('OK')	image/jpeg	etag:%22cdeeb6570ebefd9def1981fa7e55b77087274057%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/idfb995f0e1c59b6e/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/idfb995f0e1c59b6e/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:28	20079/20079	---M--	200	added ('OK')	image/jpeg	etag:%22489ad0944721ff5d37246888e63a223909531910%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/ife1cff76e56384c3/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/ife1cff76e56384c3/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:28	18912/18912	---M--	200	added ('OK')	image/jpeg	etag:%22b7b1b71c0ff1563f3aa8ce846473988899f85dc3%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i81191a90acb1d271/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i81191a90acb1d271/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:28	20183/20183	---M--	200	added ('OK')	image/jpeg	etag:%224756e3da1c46544949e1f1da85f1646a62754bef%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i8c981651fefa8aa1/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i8c981651fefa8aa1/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:29	19632/19632	---M--	200	added ('OK')	image/jpeg	etag:%2225841fa1c8aae13a57b4036e5e210bd5811a1261%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i2a4a407f53b10005/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i2a4a407f53b10005/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:29	19443/19443	---M--	200	added ('OK')	image/jpeg	etag:%22e61a91c9cc9f1d1de5ba0a78782e7f80c96c9122%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i94d0080df7417088/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i94d0080df7417088/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:29	14115/14115	---M--	200	added ('OK')	image/jpeg	etag:%2206b8b05a9493446b2bfa69760224085b29de20dc%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x400:format=jpg/path/s607c3666aed809e9/image/i4763bc040e94348a/version/1530010088/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x400_format=jpg/path/s607c3666aed809e9/image/i4763bc040e94348a/version/1530010088/image.jpg	(from https://www.polestarholdings.com/transactions/)
17:54:29	6179/6179	---M--	200	added ('OK')	image/jpeg	etag:%222084a4394aeca276ec2c5498bf52ff7ee0a78b13%22	https://image.jimcdn.com/app/cms/image/transf/dimension=134x10000:format=jpg/path/s607c3666aed809e9/image/i527b8ae72a082447/version/1467780361/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=134x10000_format=jpg/path/s607c3666aed809e9/image/i527b8ae72a082447/version/1467780361/image.jpg	(from https://www.polestarholdings.com/team-profile/)
17:54:30	6649/6649	---M--	200	added ('OK')	image/jpeg	etag:%2288e0132209aa7f3939622f6b04ce4673f42ee187%22	https://image.jimcdn.com/app/cms/image/transf/dimension=131x10000:format=jpg/path/s607c3666aed809e9/image/i657976bcb68016d7/version/1473764561/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=131x10000_format=jpg/path/s607c3666aed809e9/image/i657976bcb68016d7/version/1473764561/image.jpg	(from https://www.polestarholdings.com/team-profile/)
17:54:30	6211/6211	---M--	200	added ('OK')	image/jpeg	etag:%22c8b388cafbed3c265aa0e875257eb623c062d593%22	https://image.jimcdn.com/app/cms/image/transf/dimension=140x10000:format=jpg/path/s607c3666aed809e9/image/ie8c5cfaefdc6803c/version/1499930304/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=140x10000_format=jpg/path/s607c3666aed809e9/image/ie8c5cfaefdc6803c/version/1499930304/image.jpg	(from https://www.polestarholdings.com/team-profile/)
17:54:31	123605/123605	---M--	200	added ('OK')	image/jpeg	etag:%22e8560ab0132e73c1d7b816172d14ac9d277ace30%22	https://image.jimcdn.com/app/cms/image/transf/dimension=1920x1024:format=jpg/path/s607c3666aed809e9/image/i283baed61395d257/version/1494573554/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=1920x1024_format=jpg/path/s607c3666aed809e9/image/i283baed61395d257/version/1494573554/image.jpg	(from https://www.polestarholdings.com/team-profile/sanjay-singh/)
17:54:31	8229/8229	---M--	200	added ('OK')	image/jpeg	etag:%22b61dbad9727b16dedb69017390e56e9c64cd9db9%22	https://image.jimcdn.com/app/cms/image/transf/dimension=165x1024:format=jpg/path/s607c3666aed809e9/image/i283baed61395d257/version/1494573554/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=165x1024_format=jpg/path/s607c3666aed809e9/image/i283baed61395d257/version/1494573554/image.jpg	(from https://www.polestarholdings.com/team-profile/sanjay-singh/)
17:54:31	7779/7779	---M--	200	added ('OK')	image/jpeg	etag:%225f6df6af302985ceb5448b3b6ae67ff84f3df303%22	https://image.jimcdn.com/app/cms/image/transf/dimension=145x1024:format=jpg/path/s607c3666aed809e9/image/i13193cfe7e185ed7/version/1473763805/image.jpg	E:/Santanu/grab/polestar/image.jimcdn.com/app/cms/image/transf/dimension=145x1024_format=jpg/path/s607c3666aed809e9/image/i13193cfe7e185ed7/version/1473763805/image.jpg	(from https://www.polestarholdings.com/team-profile/abhijit-rao/)
